,TMDB_ID,Name,Birthday,Deathday,Gender,Place of Birth,Popularity
115376,115376,Raymond Lovell,1900-04-13,1953-10-01,0,"Montréal, Québec, Canada",0.003734
1003178,1003178,Richard George,,,0,,1e-05
93163,93163,Niall MacGinnis,1913-03-29,1977-01-06,2,,3.5e-05
156108,156108,Peter Moore,,,0,,4.3e-05
119359,119359,John Chandos,1917-07-27,1987-09-21,0,"Glasgow, Scotland",9e-06
10027,10027,Finlay Currie,1878-01-20,1968-05-09,2,"Edinburgh, Scotland, UK",1.24635
37846,37846,Emeric Pressburger,1902-12-05,1988-02-05,2,"Miskolc, Hungary",0.028118
69136,69136,John McLeish,1916,1968-10-30,2,Montréal - Québec - Canada,2e-05
535025,535025,James Baskett,1904-02-16,1948-07-09,0,"Indianapolis, Indiana[",0.06624
222315,222315,Jim Carmichael,1909-08-01,1988-05-26,0,California - USA,0.002065
67290,67290,Verna Felton,1890-07-20,1966-12-14,1,"Salinas, California, USA",2.081331
193820,193820,Noreen Gammill,,,0,,1e-06
69131,69131,Helen Aberson,,,0,,0.000112
69132,69132,Harold Pearl,,,0,,0.047816
74565,74565,Jack Kinney,,,2,,0.011201
30111,30111,Bud Abbott,1895-10-02,1974-04-24,2,"Asbury Park, New Jersey, USA",0.070323
29642,29642,Lou Costello,1906-03-06,1959-03-03,2,"Paterson, New Jersey, USA",1.483273
105505,105505,Lee Bowman,1914-12-28,1979-12-25,2,,0.005911
83396,83396,Jane Frazee,1918-07-18,1985-09-06,1,"Duluth, Minnesota, USA",0.228341
17756,17756,Samuel S. Hinds,1875-04-04,1948-10-13,0,,4.8e-05
131003,131003,Harry Strang,1892-12-13,1972-04-10,2,"Clifton, Virginia, USA",6.2e-05
935845,935845,Leonard Elliott,,,2,,0.168
78845,78845,Arthur Lubin,1898-07-25,1995-05-12,2,"Los Angeles, California, USA",0.001077
95945,95945,Arthur T. Horman,1905-09-02,1964-11-02,0,,0.0
1676378,1676378,Gil Valle,1910,1944-03-23,2,Cuba,0.0
67685,67685,Richard Carlson,1912-04-29,1977-11-25,2,"Albert Lea, Minnesota, USA",0.003921
218442,218442,Joan Davis,1907-06-29,1961-05-22,1,"Saint Paul, Minnesota, U.S.",0.0
30133,30133,Evelyn Ankers,1918-08-17,1985-08-29,1,"Valparaíso, Chile",0.007498
3140,3140,Marc Lawrence,1910-02-17,2005-11-27,2,"New York City, New York, U.S.",0.011859
13967,13967,Shemp Howard,1895-03-11,1955-11-22,2,"Brooklyn, New York City, New York, USA",1.19743
13969,13969,Russell Hicks,1895-06-04,1957-06-01,2,"Baltimore, Maryland, USA",0.015553
30101,30101,Robert Lees,,,0,,0.036
30102,30102,Frederic I. Rinaldo,,,0,,5.2e-05
29632,29632,John Grant,,,0,,2.8e-05
97039,97039,Edith Barrett,1907-01-19,1977-02-22,1,"Roxbury, Massachusetts, USA",0.041193
95263,95263,Isobel Elsom,1893-03-16,1981-01-12,0,,1.825903
39802,39802,Queenie Leonard,1905-02-18,2002-01-17,1,"London, England, UK",0.000922
32134,32134,Charles Vidor,1900-07-27,1959-06-04,2,"Budapest, Austria-Hungary (now Hungary)",0.001224
1044005,1044005,Reginald Denham,,,0,,0.12
96740,96740,Marian Marsh,1913-10-17,2006-11-09,1,"Trinidad, British West Indies [now Trinidad and Tobago]",1.565823
34749,34749,Sarah Padden,1881-10-16,1967-12-04,1,"England, UK",0.282562
1016646,1016646,George Guhl,1875-09-27,1943-06-27,0,,0.008607
589217,589217,Wallis Clark,1882-03-02,1961-02-14,2,"Essex, England, UK",1.5e-05
102002,102002,Minerva Urecal,1894-09-22,1966-02-26,1,"Eureka, California, USA",0.103571
1282466,1282466,J. Arthur Young,,,0,,1e-06
134614,134614,Herb Vigran,1910-06-05,1986-11-29,2,"Fort Wayne, Indiana, USA",4.8e-05
140412,140412,Phillip Trent,,,0,,5e-06
103931,103931,Phil Rosen,1888-05-08,1951-10-22,2,"Marienburg, East Prussia, Germany [now Malbork, Pomorskie, Poland]",3.5e-05
96696,96696,George Bricker,1898-07-18,1955-01-22,2,"St. Mary's, Ohio, USA",1.042644
1106644,1106644,Kenny Gardner,1913-03-20,2002-07-26,2,,0.0
1106762,1106762,Gwen Williams,1888-04-17,1962-05-27,1,"Manly, Sydney, New South Wales, Australia",0.0
1004823,1004823,Jack Mercer,1910-01-13,1984-12-04,2,"Worthington, Indiana, USA",0.723816
375782,375782,Tedd Pierce,1906-08-12,1972-02-19,2,,0.175656
1106634,1106634,Stan Freed,,,2,,8.8e-05
1106720,1106720,Carl Meyer,1894-03-12,1972-03-19,2,New York - USA,0.0
1666911,1666911,Pauline Loth,,,0,,0.036
4970,4970,Ruth Gordon,1896-10-30,1985-08-28,1,"Quincy, Massachusetts, USA",0.758447
22091,22091,Robert Sterling,1917-11-13,2006-05-30,2,"New Castle, Pennsylvania",0.015682
325881,325881,Frances Carson,1895-04-01,,1,,0.036
120306,120306,Gloria DeHaven,1925-07-23,2016-07-30,1,"Los Angeles, California, USA",1.057222
1193300,1193300,Ludwig Fulda,,,0,,0.0
7663,7663,Teresa Wright,1918-10-27,2005-03-06,1,"Manhattan, New York City, New York, USA",1.182685
64212,64212,Dan Duryea,1907-01-23,1968-06-07,2,"White Plains, New York, USA",2.226732
7667,7667,Patricia Collinge,1892-09-20,1974-04-10,1,,0.0
89813,89813,Charles Dingle,1887-12-28,1956-01-19,2,,0.000893
81180,81180,Carl Benton Reid,1893-08-14,1973-03-16,2,"Lansing, Michigan, U.S.",7e-06
1013080,1013080,Jessica Grayson,1886-03-07,1953-02-27,1,,5e-06
14550,14550,John Marriott,,,0,,0.0
87829,87829,William Tummel,1892-03-05,1977-11-16,2,"Kansas City, Missouri, USA",0.036
120312,120312,Niven Busch,1903-04-26,1991-08-25,2,,0.015336
34184,34184,Fay Helm,1909-04-09,2003-09-27,1,"Bakersfield, California, USA",0.063459
30129,30129,George Waggner,1894-09-07,1984-12-11,2,"New York City, New York, USA",0.001158
93897,93897,Heather Angel,1909-02-09,1986-12-13,0,"Oxford, Oxfordshire, England UK",0.000276
100782,100782,Auriol Lee,,,0,,1.1e-05
69512,69512,Anthony Berkeley,,,2,,0.000276
13294,13294,Gene Kelly,1912-08-23,1996-02-02,2,"Pittsburgh, Pennsylvania, USA",1.761015
103366,103366,George Murphy,1902-07-04,1992-05-03,2,"New Haven, Connecticut, USA",0.002197
510338,510338,Mártha Eggerth,1912-04-17,2013-12-26,1,,3.5e-05
104034,104034,Ben Blue,1901-09-12,1975-03-07,2,,0.250858
37448,37448,Stephen McNally,1911-07-29,1994-06-04,2,"New York City, New York, USA",0.059739
1192600,1192600,Richard Sherman,,,0,,0.366486
13982,13982,Fred F. Finklehoffe,,,0,,2e-06
93123,93123,Monty Woolley,1888-08-17,1963-05-06,2,"New York City, New York",1.021932
84634,84634,Richard Travis,1913-04-17,1989-07-11,0,,0.18031
34745,34745,Jimmy Durante,1893-02-10,1980-01-29,2,"New York City, New York, USA",1.13155
86346,86346,Elisabeth Fraser,1920-01-08,2005-05-05,0,"Brooklyn, New York, USA",0.093934
30523,30523,Moss Hart,,,0,,1e-06
79246,79246,William Bendix,1906-01-14,1964-12-14,2,"New York City, New York, United States",2.568428
103922,103922,Gladys Blake,1920-05-12,1983-05-21,0,,2e-06
85359,85359,Dan Tobin,1910-10-19,1982-11-26,0,,0.000127
31209,31209,Ludwig Stössel,1883-02-12,1973-01-29,2,,1.09904
9791,9791,"Ring Lardner, Jr.",1915-08-19,2000-10-31,2,"Chicago, Illinois, U.S.",0.158731
83478,83478,Kaaren Verne,1918-04-16,1967-12-23,0,"Berlin, Germany",0.0
83479,83479,William Post Jr.,1901-02-19,1989-09-26,2,,0.019656
25175,25175,Dennis Hoey,1893-03-30,1960-07-25,2,,0.016181
98052,98052,Harry Cording,1891-04-26,1954-09-01,2,,0.161038
1625440,1625440,Harold De Becker,,,0,,0.000972
25165,25165,Roy William Neill,1887-09-04,1946-12-14,2,"Ireland, United Kingdom",0.004967
77619,77619,José Oliveira,,,0,,0.000344
566738,566738,Fred Shields,1904-05-18,1974-06-30,0,Kansas City - Missouri - USA,0.055159
944892,944892,Shûji Sano,1912-10-20,1978-12-21,2," Tokyo, Japan",0.001411
213484,213484,Shin Saburi,1909-02-12,1982-09-22,0,"Hokkaidō, Japan",0.000112
108021,108021,Mitsuko Mito,1919-03-23,1981-04-05,1,"Fukushima, Japan",0.0
1072012,1072012,Masayoshi Otsuka,,,0,,5e-06
1072013,1072013,Haruhiko Tsuda,,,0,,0.0
1203043,1203043,Takao Yanai,,,0,,0.058085
14515,14515,Dolores Costello,1903-09-17,1979-03-01,1,,2e-06
10606,10606,Anne Baxter,1923-05-07,1985-12-12,1,"Michigan City, Indiana, USA",1.809474
14519,14519,Richard Bennett,1870-05-21,1944-10-22,2,,0.8
148834,148834,Booth Tarkington,1869-07-29,1946-05-19,2,"Indianapolis, Indiana, USA",0.0
103781,103781,Simone Simon,1910-04-23,2005-02-22,1,"Marseille, Bouches-du-Rhône, Provence-Alpes-Côte d'Azur, France",0.000945
51764,51764,Kent Smith,1907-03-19,1985-04-23,2,"New York City, New York, USA",1.296671
48962,48962,Tom Conway,1904-09-15,1967-04-22,2,"St. Petersburg, Russian Empire [now Russia]",1.720379
30114,30114,Jane Randolph,1915-10-30,2009-05-04,1,"Youngstown, Ohio, USA",0.00022
97042,97042,Theresa Harris,1909-12-31,1985-10-08,1,"Houston, Texas, USA",1e-06
6933,6933,Alan Napier,1903-01-07,1988-08-08,2,"Birmingham, England, UK",0.844735
96607,96607,Elizabeth Russell,1916-08-02,2002-05-04,1,"Philadelphia, Pennsylvania, USA",0.001586
10146,10146,Jacques Tourneur,1904-11-12,1977-12-19,2,"Paris, France",2.567446
48804,48804,DeWitt Bodeen,1908-07-25,1988-03-12,2,,0.00112
1337941,1337941,Doran Cox,1881-04-12,1957-05-02,2,"Elwood, Kansas, USA",0.4
121319,121319,Mona Maris,1903-11-07,1991-03-23,1,,0.604944
96300,96300,Janis Carter,1913-10-10,1994-07-30,1,"Cleveland, Ohio, USA",1.241304
7124,7124,Ray Milland,1907-01-03,1986-03-10,2,"Neath, Glamorgan, Wales, UK",3.592574
85358,85358,Rita Johnson,1913-08-13,1965-10-31,1,"Worcester, Massachusetts, United States",0.39272
115990,115990,Diana Lynn,1926-10-07,1971-12-18,1,"Los Angeles, California, USA",0.317756
120054,120054,Raymond Roe,1925-09-15,2010-07-02,2,,5.9e-05
10926,10926,Norma Varden,1898-01-20,1989-01-19,1,"London, England, UK",5.5e-05
1158743,1158743,Lela Rogers,,,0,,1e-06
85958,85958,Charles Smith,1920-09-12,1988-12-26,0,,0.033295
2492,2492,Jack Benny,1894-02-14,1974-12-26,0,"Chicago, Illinois, United States",0.022051
2502,2502,Charles Halton,1876-03-16,1959-04-16,2,Washington - District of Columbia - USA,0.001681
33741,33741,Rita Hayworth,1918-10-17,1987-05-14,1,"Brooklyn, New York City, New York, USA",1.406035
98568,98568,Paul Robeson,1898-04-09,1976-01-23,2,"Princeton, New Jersey, USA",1.1e-05
98570,98570,Ethel Waters,1896-10-31,1977-09-01,1,"Chester, Pennsylvania, U.S.",0.000701
98571,98571,Eddie 'Rochester' Anderson,1905-09-18,1977-02-28,2,"Oakland, California, USA",0.565962
124850,124850,Henry Blankfort,,,0,,0.4
45621,45621,Ladislas Fodor,1898-03-28,1978-09-01,2,"Budapest, Hungary",0.112113
1459440,1459440,László Görög,1903-09-30,1997-07-24,0,,0.005594
5787,5787,Ferenc Molnár,1878-01-12,1952-04-01,0,"Budapest, Hungary (Austria-Hungary)",4e-06
144071,144071,László Vadnay,,,0,,0.000972
89252,89252,Joan Barclay,1914-08-31,2002-11-22,1,,0.1404
36929,36929,Clayton Moore,1914-09-14,1999-12-28,2,"West Hills, Los Angeles, California, USA",1.2
89228,89228,Robert Kehoe,,,0,,1e-06
139926,139926,Ilka Chase,1900-04-08,1978-02-15,1,,0.004536
4111,4111,Ingrid Bergman,1915-08-29,1982-08-29,1,"Stockholm, Sweden",3.230118
4116,4116,Madeleine Lebeau,1923-06-10,2016-05-01,1,,0.146833
4117,4117,Dooley Wilson,1894-04-03,1953-05-30,2,"Tyler, Texas, USA",0.0
4131,4131,Murray Burnett,1910-12-28,1997-09-23,0,"New York City, New York, USA",0.150454
4132,4132,Joan Alison,,1992-03-30,1,,0.026638
8720,8720,Lee Katz,1914-01-13,2003-05-29,0,"Indianapolis, Indiana, USA",3.9e-05
30161,30161,Donnie Dunagan,1934-08-16,,2,"San Antonio, Texas, USA",0.103517
31704,31704,Peter Behn,1934-07-04,,0,"San Francisco, California",1.367248
31703,31703,Stan Alexander,,,0,,0.065306
11503,11503,Cammie King,1934-08-05,2010-09-01,1,"Los Angeles, California, USA",0.042336
34279,34279,Will Wright,1894-03-26,1962-06-19,2,"San Francisco, California",0.575051
31702,31702,Hardie Albright,1903-12-16,1975-12-07,2,"Charleroi, Pennsylvania, USA",0.216091
107445,107445,Ann Gillis,1927-02-12,2018-01-31,1,"Little Rock, Arkansas, USA",0.052214
31707,31707,Tim Davis,1928-02-29,2013-03-07,2,"San Francisco, California, USA",0.0008
31705,31705,Sam Edwards,1915-05-26,2004-07-28,2,,0.020405
31017,31017,Felix Salten,,,0,,0.006002
150003,150003,Graham Heid,1909-11-14,1976-03,0,,1.00056
160942,160942,Norman Wright,,,0,,0.001807
564042,564042,Larry Morey,1905-03-26,1971-05-08,0,"Los Angeles, California, USA ",0.000137
12308,12308,Walter Pidgeon,1897-09-23,1984-09-25,2,"Saint John, New Brunswick, Canada",0.013759
103340,103340,Richard Ney,1916-11-12,2004-07-18,2,,0.022155
1110553,1110553,Christopher Severn,,,0,,0.168
245395,245395,Brenda Forbes,1909-01-14,1996-09-11,0,,0.0
1322371,1322371,Jan Struther,,,0,,0.0
116640,116640,Frances Farmer,1913-09-19,1970-08-01,1,"Seattle, Washington, USA",0.000402
7505,7505,Roddy McDowall,1928-09-17,1998-10-03,2,"Studio City, California, USA",4.844811
130919,130919,Edison Marshall,,,0,,0.0
32194,32194,Luana Walters,1912-07-22,1963-05-19,1," Los Angeles, California, United States",0.005517
96605,96605,Tris Coffin,1909-08-13,1990-03-26,2,,0.012937
103932,103932,Frank Moran,1887-03-18,1967-12-14,2,"Cleveland, Ohio, USA",0.000246
34091,34091,Kenneth Harlan,1895-07-26,1967-03-06,2,,0.000312
120731,120731,Gwen Kenyon,1916-01-22,1999-10-18,0,,0.001769
89692,89692,Wallace Fox,1895-03-09,1958-06-30,2,"Purcell, Oklahoma Territory, USA",9.2e-05
230590,230590,Harvey Gates,1889-01-19,1948-11-04,2,"Oahu, Hawaii, USA",0.17004
120190,120190,Sam Robins,1910-10-21,1995-09-22,2,"Maryland, USA",3.1e-05
120191,120191,Gerald Schnitzer,1917-03-27,,2,"Brooklyn, New York, USA",7.4e-05
120194,120194,Arthur Hammond,,,2,,0.4
2670,2670,Priscilla Lane,1915-06-12,1995-04-04,1,,0.765888
136895,136895,Clem Bevans,1879-10-16,1963-08-11,2,"Cozaddale, Ohio, USA",0.000617
2698,2698,Norman Lloyd,1914-11-08,,2,"Jersey City, New Jersey, USA",0.059668
247639,247639,Vaughan Glaser,1872-11-17,1958-11-23,0,,0.30576
38240,38240,Peter Viertel,,,2,,0.05927
30520,30520,Dorothy Parker,1893-08-22,1967-06-07,1,,1.8e-05
1539483,1539483,Adele Cannon,,,0,,0.0
19411,19411,Lloyd Nolan,1902-08-11,1985-09-27,2,"San Francisco, California, USA",0.135471
3090,3090,Richard Conte,1910-03-24,1975-04-15,2,"Jersey City, New Jersey, USA",1.427297
5401,5401,Anthony Quinn,1915-04-21,2001-06-03,2,"Chihuahua, Mexico",5.374976
58423,58423,Richard Jaeckel,1926-10-10,1997-06-14,2,"Long Beach, Long Island, New York, United States",1.584776
19400,19400,Roy Roberts,1906-03-19,1975-05-28,2,,0.507909
127520,127520,Ralph Byrd,1909-04-22,1952-08-18,0,,0.006586
84641,84641,Lewis Seiler,1890-09-30,1964-01-08,2,"New York City, New York, USA",0.219566
138164,138164,Richard Tregaskis,,,0,,0.004304
83907,83907,Roger Livesey,1906-06-25,1976-02-04,2,"Barry, Wales, UK",5.7e-05
20141,20141,Deborah Kerr,1921-09-30,2007-10-16,1,"Helensburgh, Scotland, UK",1.506596
9926,9926,Roland Culver,1900-08-21,1984-03-01,2,"London, England",3.142656
146551,146551,James McKechnie,1911-04-08,1962-05-07,2,,2e-06
30674,30674,David Hutcheson,1905-06-14,1976-02-18,2,,1.5e-05
222281,222281,Ursula Jeans,1906-05-05,1973-04-21,1,,0.002509
1015081,1015081,Harry Welchman,,,0,,0.07056
9114,9114,Gil Stratton,1922-06-02,2008-10-11,2,"Brooklyn, New York City, New York, USA",0.193617
129554,129554,Robert E. Strickland,,,0,,0.000972
129549,129549,Rags Ragland,1905-08-23,1946-08-20,2,"Louisville, Kentucky, USA",8e-06
41216,41216,June Allyson,1917-10-07,2006-07-08,1,"Bronx, New York, USA",0.034448
47503,47503,Nancy Walker,1922-05-10,1992-03-25,1,,0.001641
108432,108432,Frances Rafferty,1922-06-16,2004-04-18,1,,5.1e-05
134431,134431,Guy Bolton,1884-11-23,1979-09-05,2,,0.001361
8253,8253,Robert Ryan,1909-11-11,1973-07-11,2,"Chicago, Illinois, United States",2.300458
14357,14357,Mady Christians,1892-01-19,1951-10-29,1,,0.12
10539,10539,Kim Hunter,1922-11-12,2002-09-11,1,"Detroit, Michigan, U.S.",0.796266
136472,136472,Richard Martin,1917-12-12,1994-09-04,2,"Spokane, Washington, USA",8e-06
64114,64114,Edward Dmytryk,1908-09-04,1999-07-01,0,"Grand Forks, British Columbia",0.756288
11993,11993,Dalton Trumbo,1905-12-09,1976-09-10,2,"Montrose, Colorado, USA",1.160949
39874,39874,Micheline Francey,1919-10-19,1969-01-01,0,"Paris, Ile-de-France, France",0.000277
37183,37183,Héléna Manson,1898-08-18,1994-09-15,0,"Caracas, Venezuela",0.07551
36214,36214,Jeanne Fusier-Gir,1885-04-22,1973-04-24,0," Paris, France",0.0
37462,37462,Sylvie,1883-01-03,1970-01-05,0,,0.156
37992,37992,Pierre Bertin,1891-10-24,1984-05-13,2,"Lille, Nord, France",1e-06
581205,581205,Liliane Maigné,,,0,,0.24
32090,32090,Roger Blin,1907-03-22,1984-01-21,2,,0.000223
12269,12269,Pierre Larquey,1884-07-10,1962-04-17,2,,1e-06
2559,2559,Henri-Georges Clouzot,1907-11-20,1977-01-12,2,"Niort, Deux-Sèvres, Poitou-Charentes, France",0.531206
102862,102862,Louis Chavance,,,0,,0.021168
118022,118022,Donald Woods,1906-12-02,1998-03-05,2,,2e-06
440123,440123,Eric Roberts,,,2,,0.036
119380,119380,Donald Buka,1921-08-17,,2,,0.000166
552028,552028,Herman Shumlin,,,2,,3e-06
1646751,1646751,George Gravett,,,0,,4.2e-05
1646752,1646752,Phillip Wilson-Dickson,,,0,,0.0504
143823,143823,Fred Griffiths,1912-03-08,1994-08-27,2,"Ludlow, Shropshire, England, UK",0.00324
1646754,1646754,Loris Rey,,,0,,0.0
1646755,1646755,Johnny Houghton,,,2,,0.0
1646756,1646756,T.P. Smith,,,0,,0.0
1646757,1646757,John Barker,,,0,,0.0
936343,936343,Humphrey Jennings,1907-08-19,1950-09-24,0,"Walberswick, United Kingdom",1.1e-05
86824,86824,Jean Brooks,1915-12-23,1963-11-25,0,"Houston, Texas",1.708279
38232,38232,Hugh Beaumont,1909-02-16,1982-05-14,2,"Eudora, Kansas",0.012401
86828,86828,Erford Gage,1912-04-05,1945-03-17,2,"Northfield, Massachusetts, USA",0.49728
85899,85899,Ben Bard,1893-01-26,1974-05-17,2," Milwaukee, Wisconsin",6e-06
86830,86830,Chef Milani,,,0,,9e-06
86831,86831,Marguerita Sylva,,,0,,7e-06
19457,19457,Mark Robson,1913-12-04,1978-06-20,2,"Montréal, Québec, Canada",1e-05
86833,86833,Charles O'Neal,,,2,,1e-06
121052,121052,William Dorfman,1910-02-01,1962-02-03,0,"Pennsylvania, USA",1e-06
78194,78194,Barbara Britton,1919-09-26,1980-01-17,1,"Long Beach, California, USA",0.000623
66075,66075,Sonny Tufts,1911-07-16,1970-06-04,2,"Boston, Massachusetts U.S.",0.121068
106554,106554,Mary Servoss,1881-06-02,1968-11-20,1,,0.156
135824,135824,Ted Hecht,1908-02-17,1969-06-24,2,,0.12
84935,84935,James Bell,1891-12-01,1973-10-26,0,"Suffolk, Virginia, USA",0.000627
97045,97045,Darby Jones,,,0,,0.0
97043,97043,Sir Lancelot,1902-03-24,2001-03-12,2,,1e-06
97040,97040,Christine Gordon,,,0,,1.8e-05
97046,97046,Jeni Le Gon,,,0,,4e-06
100984,100984,Ardel Wray,1907-10-28,1983-10-15,1,"Spokane, Washington, USA",0.23856
1058409,1058409,Inez Wallace,,,0,,0.000123
131340,131340,Marjorie Gateson,1891-01-17,1977-04-17,1,,4e-06
1303103,1303103,Freddie Slack,,,0,,0.00047
27733,27733,Neil Hamilton,1899-09-09,1984-09-24,2,"Lynn, Massachusetts, USA",0.000578
253066,253066,Edward H. Griffith,1894-08-23,1975-03-03,2,Bloomington - Illinois - USA,0.575656
20097,20097,Frank Fenton,1903-02-13,1971-08-23,0,Liverpool - Merseyside - England - UK,0.003734
133337,133337,Lynn Root,,,0,,9.7e-05
1337171,1337171,Ruby Rosenberg,1908-02-23,1961-09-21,0,"New York City, New York, USA",5.2e-05
30303,30303,Bruce Bennett,1906-05-19,2007-02-24,2,"Tacoma, Washington, USA",0.245918
30686,30686,J. Carrol Naish,1896-01-21,1973-01-24,2,"New York City, New York, USA",0.996878
2177,2177,Lloyd Bridges,1913-01-15,1998-03-10,2,"San Leandro, California, USA",3.417526
1606242,1606242,Richard Nugent,,,0,,0.000242
141522,141522,Carl Harbord,,,2,,5e-06
95943,95943,Patrick O'Moore,1909-04-08,1983-12-10,0,,0.012701
120700,120700,Louis Mercier,1901-03-07,1993-03-25,2,,5.7e-05
89084,89084,John Howard Lawson,1894-09-25,1977-08-11,2,"New York City, New York, USA",2e-06
93689,93689,James O'Hanlon,,,2,,0.31016
34357,34357,Abby Berlin,1907-08-07,1965-08-19,1,,8.3e-05
70985,70985,Gig Young,1913-11-04,1978-10-19,2,"St. Cloud, Minnesota, USA",1.553564
95965,95965,Dolores Moran,1924-01-27,1982-02-05,1,"Stockton, California, U.S.",2.8e-05
7641,7641,Anne Revere,1903-06-25,1990-12-18,1,"New York City, New York, USA",0.000185
19528,19528,Vincent Sherman,1906-07-16,2006-06-18,2,"Vienna, Georgia, USA",0.000367
142906,142906,Preben Lerdorff Rye,1917-05-23,1995-06-15,2,"Rudkøbing, Denmark",1.8e-05
142907,142907,Lisbeth Movin,1917-08-25,2011-11-07,1,"Odense, Denmark",0.005526
1017884,1017884,Thorkild Roose,1874-10-08,1961-06-06,2,"Kolding, Denmark",1.3e-05
51208,51208,Olaf Ussing,1907-04-28,1990-04-01,2,,0.000759
578959,578959,Preben Neergaard,,,0,,9e-06
1017401,1017401,Sigrid Neiiendam,1868-05-31,1955-01-25,1,,2.1e-05
1437445,1437445,Hans Christian Sørensen,,,0,,0.000245
1876067,1876067,Poul Knudsen,,,0,,0.0108
1017686,1017686,Mogens Skot-Hansen,,,0,,0.0
1876069,1876069,Hans Wiers-Jenssen,,,0,,2.6e-05
13578,13578,Dana Andrews,1909-01-01,1992-12-17,2,"Covington County, Mississippi, USA",0.837399
14655,14655,Mary Beth Hughes,1919-11-13,1995-08-27,1,"Alton, Illinois, USA",1.122316
14656,14656,Matt Briggs,1883-11-18,1962-06-10,0,,0.001905
14659,14659,William Eythe,1918-04-07,1957-01-26,2,"Mars, Pennsylvania, U.S.",0.001798
14644,14644,Walter Van Tilburg Clark,,,0,,4e-06
29281,29281,Ad Schaumer,1898-04-12,1977-04-06,0,San Francisco - California - USA,9e-06
14976,14976,Richard Gaines,1904-07-23,1975-07-20,2,,0.7784
34610,34610,Frank Sully,1908-06-17,1975-12-17,2,"St. Louis, Missouri.",0.037003
128437,128437,Clyde Fillmore,1876-10-25,1946-12-19,2,"McConnelsville, Ohio, USA",0.00324
2772,2772,Ann Doran,1911-07-28,2000-09-19,1,"Amarillo, Texas, U.S.",1.570005
13968,13968,Grady Sutton,1906-04-05,1995-09-17,2,,0.015105
1011851,1011851,Robert Russell,1912-01-18,1992-02-11,2,,0.0
145870,145870,Frank Ross,,,0,,9.5e-05
34171,34171,Richard Flournoy,,,2,,8e-05
48998,48998,Renée Faure,1918-11-04,2005-05-02,0,"Paris, Ile-de-France, France",0.012447
146566,146566,Jany Holt,1909-05-13,2005-10-26,1,,6e-06
48999,48999,Marie-Hélène Dasté,1902-12-02,1994-08-28,0,,0.58552
223228,223228,Yolande Laffon,,,0,,1e-06
223229,223229,Paula Dehelly,,,0,,0.19812
